objectid,filename,youtubeid,vimeoid,title,authors,names of student collaborators,date,item type,abstract,subject,location,latitude,longitude,link,identifier,publisher,citation,type,format,language,rights,rightsstatement
coll073,,,,"Racially Disparate Policy Responses to Mass Shootings
",G. Agustin Markarian,,2023-10-26,Article,"This study examines the differential impact of mass shootings on state gun policy restrictions and posits that victims' race and ethnicity plays a pivotal role. Since the 1970s, pro-gun movements have exploited latent racial biases to oppose gun control measures. They frame gun control as prioritizing the protection of racial minorities over the rights and safety of White Americans, creating political resistance. However, when mass shootings affect White communities, perceptions of the primary beneficiaries of gun control temporarily change. Utilizing a 30-year state panel dataset, the study demonstrates that ten White mass shooting fatalities lead to approximately 1–1.5 restrictive state firearm laws on average, while the same number of fatalities among racial and ethnic minorities has a negative but inconsistent effect on state gun restrictions. These findings are robust to a wide range of modeling specifications and when controlling for other victim-level demographic characteristics. Empirical evidence suggests that legislators and gun control interest groups display stronger support for restrictive legislation following mass shootings involving White victims but not racial and ethnic minority victims.
",Population; Demography; Victims; Pressure groups; Shooting,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_journals_2923290193&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1177/10659129231209323,SAGE Publications,"Markarian, G. A. (2024). Racially Disparate Policy Responses to Mass Shootings. Political Research Quarterly, 77(1), 297–315. https://doi.org/10.1177/10659129231209323",,record,eng,,
coll074,,,,"Black and Latino Adolescents’ Self-Regulation: Placing College Preparedness in Context
",Christine P. Li-Grining,,2021-12-04,Article,"Students from minoritized backgrounds, who disproportionately face higher poverty rates, are more likely to encounter risk factors, which tend to undermine individuals’ broader well-being by compromising self-regulatory processes. Yet, sociocultural theory highlights the presence of minoritized families’ cultural wealth. Consistent with a focus on assets, it is notable that college enrollment rates have increased among Black and Latino students in the U.S. Using a mixed methods approach, the current study integrated asset and risk frameworks, in order to advance knowledge on the context of minoritized teens’ college preparedness, defined here as making decisions and taking action steps toward college. Participants included low-income, predominantly Black and Latino families with adolescents (n = 344). First, drawing from the voices of families, we examined responses to open-ended questions about aspirations, supports, and challenges. Salient themes included social-emotional and social-cultural factors. Indicators of cumulative contextual risk and cumulative individual risk were based on the qualitative data. Second, we tested whether the linkage from cumulative risk indices to teens’ college preparedness occurred via various dimensions of self-regulation (i.e., lower impulsivity, more cognitive control, and better organization skills), net of background characteristics. Adolescents’ organization skills were a significant mediator. Possible next steps for research are discussed.
",Minorities; Decision making; Hispanic Americans; African Americans; Risk ,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_journals_2793364952&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1177/07435584211064576,SAGE Publications,"Li-Grining, C. P., Roy, A. L., Koh, J., Boyer, A., Radulescu, M., & Naqi, Z. (2023). Black and Latino Adolescents’ Self-Regulation: Placing College Preparedness in Context. Journal of Adolescent Research, 38(3), 423–455. https://doi.org/10.1177/07435584211064576",,record,eng,,
coll075,,,,The impact of physical exercise on health‐related quality of life in inflammatory bowel disease,Elizabeth Quinlan Huggins,,2022-08-23,Article,"Objectives
This is a protocol for a Cochrane Review (intervention). The objectives are as follows:
Primary objective: to determine the effect of structured physical activity and exercise therapy compared to placebo or normal physical activity on HRQOL of people with IBD (UC, CD, IBDU).
Secondary objective: to evaluate the impact of these physical activity interventions on maintenance of remission and fatigue.",,,,,https://luc.primo.exlibrisgroup.com/discovery/openurl?institution=01LUC_INST&vid=01LUC_INST:01LUC&date=2023&artnum=CD014537&aulast=Abegunde&issue=8&isbn=&spage=&title=Cochrane%20Database%20of%20Systematic%20Reviews&auinit=A.T.&atitle=The%20impact%20of%20physical%20exercise%20on%20health-related%20quality%20of%20life%20in%20inflammatory%20bowel%20disease&aufirst=A.T.&volume=2023&%3Fsid=Elsevier:Scopus&pages=&auinit1=A&issn=14651858&_service_type=getFullTxt&epage=&id=doi:10.1002%2F14651858.CD014537,DOI: 10.1002/14651858.CD014537,Wiley,"Abegunde, A. T., Goyes, D., Farooq, U., Luke, A. H., Huggins, E., Cooper, R. S., & Dugas, L. R. (2023). The impact of physical exercise on health-related quality of life in inflammatory bowel disease. Cochrane Database of Systematic Reviews, 2023(8). https://doi.org/10.1002/14651858.CD014537",,record,eng,,
coll076,,,,Considering the Social-Emotional Well-Being of Multilingual Learners: A Comparative Case Study across Program Models,Amy Heineke; Elizabeth Vera; Wenjin Guo,,2023-06,Article,"This multiple-case study probes the social-emotional well-being of elementary and middle-grade students labeled as English learners who were enrolled in different bilingual program models in the midwestern United States. Using ecological systems theory, this qualitative study probes students’ social-emotional well-being across schools and within different bilingual program models, seeking to determine the structures and practices that nurture positive facets or perpetuate negative facets of student well-being. Findings indicate that interactions with peers and adults in schools influence students’ social-emotional well-being, with program-model variations, community demographics, and societal discourse shaping these in-school experiences, relationships, and sentiments. Implications center on critical consideration of bilingual program-model implementation to prepare teachers, promote schoolwide integration, prioritize home languages, and nurture inclusive communities.
",School; ESL; Bilingual; English language; Teachers,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214050152002506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1086/723028,University of Chicago Press,"Heineke, A. J., Vera, E. M., Guo, W., Kaye, J., & Elliott, J. (2023). Considering the Social-Emotional Well-Being of Multilingual Learners: A Comparative Case Study across Program Models. The Elementary School Journal, 123(4), 599–624. https://doi.org/10.1086/723028",,record,eng,,
coll077,haker.jpg,,,Vulnerability in Times of War: The Necessity of the Moral Third,Hille P. Haker,,2023-11-23,Article,"Vulnerability as a critique of the one-sidedness of the principle of autonomy is at risk of overemphasizing the positive dimension of vulnerability. Moreover, in the discourse on vulnerability, the threat of dehumanization (or moral vulnerability) has not been scrutinized enough ethically. Therefore, the ethics of vulnerability is insufficient when faced with the force of war that requires the conceptualization of vulnerability for political-ethics. The Russian war in Ukraine demonstrates this weakness in a striking way: the called-for openness to the other as well as an active form of nonviolence, as promoted by Judith Butler, may not be an option in times of war. Continuing Jessica Benjamin’s psychoanalytic approach to mutual recognition, the essay shows that the task of morality does not rest upon broadening one’s vulnerability, but rather in understanding vulnerable agency as the dialectic of vulnerability and agency. For the further development of this dialectic, the triadic figuration is emphasized, complementing the dyadic relation of self and other. While the Third can take multiple figurations in the psychoanalytical setting, I understand the Third within the political-ethical context as the possibility of a ""moral world"" of nonviolence and respect. During war, the role of the bystander is to become a witness who, through the process of witnessing, advocacy, diplomacy, and justice, allows for the moral Third to reemerge. Among others, the ethics of vulnerability must spell out the price for the failure of taking on this responsibility, namely the eclipse of morality.
",Vulnerability; Violence; Recognition; Responsibility; Vulnerable agency,,,,https://doi.org/10.3384/de-ethica.2001-8819.23737%20,DOI: 10.3384/de-ethica.2001-8819.23737%20,Linköping University Electronic Press,"Haker, H. (2023). Vulnerability in Times of War: The Necessity of the Moral Third. De Ethica, 7(3), 7–29. https://doi.org/10.3384/de-ethica.2001-8819.23737",Image;StillImage,image/jpeg,eng,,
coll078,greenberg.jpg,,,"Using Magic to Teach Computer Programming
",Ronald I. Greenberg,,,Conference Proceeding,"Magic can be used in project-based instruction to motivate students and provide a meaningful context for learning computer programming. This work describes several magic programs of the ""Choose a Number"" and ""Pick a Card"" varieties, making connections to underlying computing concepts.
Magic tricks presented as demonstrations and programming assignments elicit wonder and captivate students’ attention, so that students want to understand and replicate the work to show it to friends and family members. Capturing student interest and curiosity motivates them to learn the underlying programming concepts.
Two ""Choose a Number"" programs are shown where the computer is able to identify a user’s choice among many alternatives:
1. Magic Letter: A table of numbers with associated random letters is displayed. Participants make choices and the computer identifies their chosen letter.
2. Number Boxes: The user chooses a secret number, for example the age at which their business becomes successful and is sold. The user indicates which boxes displayed on the screen contain the secret number, and the computer then identifies the number.
Two ""Pick a Card"" varieties are shown, where board pieces represent cards, the user selecting one of them that the computer later identifies:
1. Secret Tile: A grid of black and white tiles is displayed, where the computer verifies that the magician can identify which secret tile selected by a volunteer has been flipped.
2. Twenty-one Card Magic: Twenty-one cards are selected from a shuffled deck and displayed faceup, with a volunteer choosing a secret card. After repeated stacking and re-dealing, the secret card is identified.
These examples illustrate computing concepts and can be used in classroom explanations and programming assignments. Links are given to online playable versions, assignment descriptions, and magic-themed resources in computing.",Magic; Computer Programming; STEM education; Binary; Parity,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99213964171002506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.21125/edulearn.2022.0794,IATED Academy,"Reed, D., & Greenberg, R. (2022). USING MAGIC TO TEACH COMPUTER PROGRAMMING. 3240–3248. https://doi.org/10.21125/edulearn.2022.0794",,record,eng,,
coll079,,,,Sexual behavior shapes male genitourinary microbiome composition,Xiang Gao; Qunfeng Dong,,2023-03-21,Article,"The origin, composition, and significance of the distal male urethral microbiome are unclear, but vaginal microbiome dysbiosis is linked to new sex partners and several urogynecological syndromes. We characterized 110 urethral specimens from men without urethral symptoms, infections, or inflammation using shotgun metagenomics. Most urethral specimens contain characteristic lactic acid bacteria and Corynebacterium spp. In contrast, several bacteria associated with vaginal dysbiosis were present only in specimens from men who reported vaginal intercourse. Sexual behavior, but not other evaluated behavioral, demographic, or clinical variables, strongly associated with inter-specimen variance in urethral microbiome composition. Thus, the male urethra supports a simple core microbiome that is established independent of sexual exposures but can be re-shaped by vaginal sex. Overall, the results suggest that urogenital microbiology and sexual behavior are inexorably intertwined, and show that the male urethra harbors female urogenital pathobionts.
",Microbiota; Development; Urethritis; Urethra; Male,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_10040456&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1016/j.xcrm.2023.100981,Elsevier,"Toh, E., Xing, Y., Gao, X., Jordan, S. J., Batteiger, T. A., Batteiger, B. E., Van Der Pol, B., Muzny, C. A., Gebregziabher, N., Williams, J. A., Fortenberry, L. J., Fortenberry, J. D., Dong, Q., & Nelson, D. E. (2023). Sexual behavior shapes male genitourinary microbiome composition. Cell Reports Medicine, 4(3), 100981. https://doi.org/10.1016/j.xcrm.2023.100981",,record,eng,,
coll080,forestal.jpg,,,"""This Forum Is NOT A DEMOCRACY"": The Role of Norms and Moderation in Cultivating (Anti)democratic Incel Identities",Jennifer Forestal,,2023-12-01,Article,"Incels (short for ""involuntarily celibate"") have recently gained notoriety for their aggressive, often violent, misogyny, yet incels were not always an antidemocratic social group. They thus pose a challenge for thinking about democracy and identity in (anonymous) digital environments: how can we create spaces for marginalized social groups while ensuring the resulting identities remain democratic? While many scholars point to technological affordances or corporate content moderation policies as providing some solutions, in this article I propose a more democratic approach. Drawing from incel wikis and archived forum posts from two early incel communities—IncelSupport and LoveShy—I argue that a community's social norms, and the moderation practices required to sustain them, are user-directed interventions that have outsized effects in shaping group identities in democratic ways.
",Anonymity; Content moderation; Democratic theory; Incel; Moderation practices,,,,https://doi.org/10.3167/dt.2023.100207,DOI: 10.3167/dt.2023.100207,Berghahn,"Forestal, J. (2023). ""This Forum Is NOT A DEMOCRACY"": The Role of Norms and Moderation in Cultivating (Anti)democratic Incel Identities. Democratic Theory, 10(2), 67–79. https://doi.org/10.3167/dt.2023.100207",Image;StillImage,image/jpeg,eng,,
coll081,evers.jpg,,,Don’t Shoot The Messenger? Men Of ‘Power And Might’ – Notarii and Exceptores in the Collectio Avellana,Alexander Wilhelmus Henricus Evers,,2023-10-04,Article,,,,,,https://doi.org/10.1484/M.GIFBIB-EB.5.132643,DOI: 10.1484/M.GIFBIB-EB.5.132643,Brepols Publishers,"Evers, A. (2023). Don’t Shoot The Messenger? Men Of ‘Power And Might’ – Notarii and Exceptores in the Collectio Avellana. In R. Lizzi Testa & G. Marconi (Eds.), Giornale Italiano di Filologia - Bibliotheca (Vol. 31, pp. 493–506). Brepols Publishers. https://doi.org/10.1484/M.GIFBIB-EB.5.132643",Image;StillImage,image/jpeg,eng,,
coll082,silva.png,,,"Strengthening the Party, Weakening the Women: Unforeseen Consequences of Strengthening Institutions",Patrick Cunha Silva,,2024-03-12,Article,"The party politics literature suggests that an institutionalized party system can be key for well-functioning democracies. Do the benefits of strong parties also extend to women’s descriptive representation? We argue that increasing parties’ strength can perpetuate and even intensify parties’ preexisting patterns of exclusion of particular groups, including women, when elites are gender biased. While stronger parties are better able to carry out their organizational goals, we contend that increasing gender equity is often not part of such goals. To evaluate this argument, we combine an exogenous electoral reform that increased parties’ ability to control their members in Brazil with a regression discontinuity design. We find that while the reform increased parties’ ability to pursue their organizational goals, it increased the gap in votes between men and women. Further, we demonstrate that the behavior of men toward women copartisans drives this pattern. These findings highlight the unintended consequences of institutional engineering.
",,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_crossref_primary_10_1086_726966&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1086/726966,University of Chicago Press,"Junqueira, A., & Cunha Silva, P. (2024). Strengthening the Party, Weakening the Women: Unforeseen Consequences of Strengthening Institutions. The Journal of Politics, 000–000. https://doi.org/10.1086/726966",Image;StillImage,image/jpeg,eng,,
coll083,cornelius.jpg,,,Medieval Manuscripts at Loyola University Chicago,Ian Cornelius; Kathy Young,,2023,Article,"This article provides a summary overview of the collection of pre-1600 western European manuscripts in Loyola University Chicago Archives and Special Collections. The collection presently comprises four manuscript codices, at least 38 fragments, and four documents. The codices are a thirteenth-century Book of Hours from German-speaking lands; a fifteenth-century Dutch prayerbook; a preacher’s compilation written probably in southern Germany in the 1440s; and two fifteenth-century Italian humanist booklets, bound together since the nineteenth century, transmitting Donatus’s commentary on the Eunuchus (incomplete) and an anthology of theological excerpts, respectively. The fragments consist of thirteen leaves from books dismembered by modern booksellers (most are from fifteenth-century Books of Hours) and a larger number of binding fragments, all but two of which remain in situ. These represent the remains of ten manuscript books: four Latin liturgical books, two texts of Roman civil law, one large-format thirteenth-century Italian Bible, one thirteenth-century copy of Ptolemy’s Almagest in the translation of Gerard of Cremona, one late fourteenth-century copy of the Ockhamist Tractatus de principiis theologiae, and one fifteenth-century Dutch Book of Hours in the translation of Geert Grote. Many of these materials have remained unidentified until now.
",Medieval manuscripts; books and reading; libraries; Loyola University Chicago; binding fragments,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214066475402506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1353/mns.2023.a916138,University of Pennsylvania Press,"Cornelius, I., & Young, K. (2023). Medieval Manuscripts at Loyola University Chicago. Manuscript Studies: A Journal of the Schoenberg Institute for Manuscript Studies, 8(2), 387–398. https://doi.org/10.1353/mns.2023.a916138",Image;StillImage,image/jpeg,eng,,
coll084,caughie.jpg,,,"The Word That Dare Not Speak Its Name
",Pamela L. Caughie,,2023-01,Article,"This essay asks, when does our effort to avoid offending students interfere with our ability to teach them? Rehearsing conflicts over language and terminology, over who can speak and what can be said, from my four-decade career as a literature professor, critical theorist, and gender scholar, I confront contemporary efforts to censor certain words, to prohibit certain kinds of inquiry, and to limit who can speak about certain subjects by placing recent incidents in relation to previous debates in academia and the public sphere. The university classroom and scholarly peer-reviewed journals have long served as spaces where established viewpoints can be questioned, knowledge can be challenged, and identities can be probed. Increasingly, however, we see classroom curricula under attack, books banned, language policed, and viewpoints prohibited, with teachers, students, and scholars self-censoring as a result. What happens when words are prohibited, and research subjects are deemed off limit, because some fear they may harm fragile young students or readers? Refusing to have that conversation, to allow scholars and teachers to debate controversial positions openly, itself does the harm. Through examples drawn from my teaching and scholarship, and drawing on newspaper editorials and academic publications, I model a means for working through this seeming impasse encapsulated by the title phrase, ""the word that dare not speak its name.""
",Censorship; Pedagogy; Race; Gender; Transgender,,,,http://dx.doi.org/10.35995/jci03020002,DOI: 10.35995/jci03020002,MDPI,"Caughie, P. L. (2023). The Word That Dare Not Speak Its Name. Controversial Ideas, 3(2), 0–0. https://doi.org/10.35995/jci03020002",,,eng,,
coll085,,,,"The HIV epidemic in Haiti: is disability a factor?
",M. Tara Casebolt,,2024-02-21,Article,"People with disabilities (PWD) are thought to be low risk for HIV because of social norms regarding disability and sex. However, qualitative studies indicate they are at risk and are not being reached by HIV programs. The Demographic and Health Survey (DHS) conducted in Haiti in 2016 included HIV biomarker data and disability status. Crude and adjusted odds ratios were calculated using a disability severity indicator as the independent variable and HIV infection as the dependent variable. Covariates were selected based on theory and previous studies. Individuals reporting milder disabilities had a higher odds of HIV infection in the crude model (OR:1.65; CI: 1.16-2.34) and those adjusted for demographics (OR:1.73; CI:1.19-2.51) and sexual activity (OR:1.60; CI:1.06-2.42). Those with moderate and more severe disabilities have the same odds of HIV infection as the general population. PWD are HIV-positive and at risk of HIV infection. Based on this, it is essential that HIV education, testing, and treatment programs are inclusive of PWD. Accessible HIV education materials need to be created. HIV testing programs should involve PWD in planning and implementation. Providers of HIV care must be trained regarding the needs of PWD for reproductive healthcare.
",,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_miscellaneous_2930474131&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1080/09540121.2024.2318241,Taylor & Francis,"Casebolt, T. (2024). The HIV epidemic in Haiti: is disability a factor? AIDS Care, 1–8. https://doi.org/10.1080/09540121.2024.2318241",,record,eng,,
coll086,apostolopoulos.png,,,"""Consciousness Is the Property of Dialectic"": What Hegel Taught Merleau-Ponty about Intentionality",Dimitris Apostolopoulos,,2023-10,Article,"I argue that Merleau-Ponty's reading of Hegel's account of experience exerts a significant and hitherto overlooked influence on his attempt to recast Phénoménologie de la perception's account of intentionality. This reading informs two important claims of his later projects: that intentional relations are more fundamental than their relata, and that a metaphysical condition irreducible to consciousness or object constitutes the structure of intentionality. I argue that these positions inform key tenets of reversibility, and that a revisionary interpretation of Hegel's absolute offers Merleau-Ponty a model for the principle that individuates the basic conditions of experience. In addition to demonstrating that he was a more assiduous reader of Hegel than many commentators assume, and highlighting some overlooked debts to Hegel, these results show that Merleau-Ponty's later thought inherits significant idealist commitments, which should motivate us to reconsider its standing within post-Kantian philosophical currents.
",Phenomenology; Consciousness; Idealism; Subjectivity; Metaphysics,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_journals_2884507672&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1353/hph.2023.a909129,Johns Hopkins University Press,"Apostolopoulos, D. (2023). ""Consciousness Is the Property of Dialectic"": What Hegel Taught Merleau-Ponty about Intentionality. Journal of the History of Philosophy, 61(4), 673–701. https://doi.org/10.1353/hph.2023.a909129",,,eng,,
coll087,akchurin.jpg,,,"Environmental justice at the environmental courts? Mining, socioenvironmental conflicts, and environmental litigation in northern Chile",Maria Akchurin,,2023-09,Article,"With the judicialization of politics and the creation of new environmental institutions, environmental litigation is now an increasingly common dimension of socioenvironmental conflicts. This study examines this pattern in the context of recently created environmental courts in Chile, focusing on lithium and copper mining litigation in the Atacama salt flats of the Antofagasta Region. I argue that while the courts are formally open to a wide variety of legal complaints, community groups face an uphill battle when using legal mobilization strategies due to the underlying political and economic power of the mining industry in northern Chile. Nevertheless, environmental litigation matters for environmental policy implementation because it reveals conflicts over environmental compliance, highlighting gaps between environmental laws on the books and actual practices. In this sense, environmental litigation activates environmental regulations and can provide communities with greater leverage to demand stronger enforcement, even as the long-term implications of judicial rulings for addressing current and past harms remain to be seen. The paper is based on documents from the Chilean environmental courts database, media sources, and twenty-two semi-structured interviews with activists and community leaders, lawyers, scientists, and government officials to better interpret and contextualize the court archival data.",Chile,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_crossref_primary_10_1016_j_exis_2023_101279&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1016/j.exis.2023.101279,Elsevier,"Akchurin, M. (2023). Environmental justice at the environmental courts? Mining, socioenvironmental conflicts, and environmental litigation in northern Chile. The Extractive Industries and Society, 15, 101279. https://doi.org/10.1016/j.exis.2023.101279",Image;StillImage,image/jpeg,eng,,
coll088,,,,The Promise of Digital Out-of-School Programs for Supporting Youth in Under-Resourced Communities: Participatory Principles for Human Rights-based Virtual Youth Group Programming,Katherine B.Tyson,,2023-11-16,Article,"The Promise of Digital Out-of-School Programs for Supporting Youth in Under-Resourced Communities: Participatory Principles for Human Rights-based Virtual Youth Group Programming This study reports insights from a six-year phase (""Law Under Curious Minds"") of a 17-year project (Empowering Counseling Program Participatory Science Initiative) with youth experiencing low income residing in disinvested communities segregated by race in a metropolitan US city. The project offered over Zoom employed a semi-structured emergent curriculum to afford youth maximal self-determination in the intervention experiences. A human rights framework informed by critical pedagogy supported youths’ efforts to separate their identities and experiences in social systems from deficit-based social narratives. This paper provides guidelines for groupwork interventions including individually focused care, developing group identity to create a positive social space, and encouraging participation while respecting youths’ capacities for online self-revelation. The challenges and opportunities of digital out-of-school programs are described, with a focus on the potential for supporting youth excluded from mainstream opportunities by geographic distance, disability, or income.",,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_crossref_primary_10_1080_01609513_2023_2285755&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1080/01609513.2023.2285755,Taylor & Francis,"Ayalew, Y. D., McCrea, K. T., Miller, K., & Matthews, C. (2023). The promise of digital Out-of-School programs for supporting youth in Under-resourced communities: Participatory principles for human rights-based virtual youth groups. Social Work With Groups, 1–16. https://doi.org/10.1080/01609513.2023.2285755",,record,eng,,
coll089,staidum.png,,,Black Studies and Trans Literature,Frederick C. Staidum Jr.,,2024,Book Chapter,"The Routledge Handbook of Trans Literature examines the intersection of transgender studies and literary studies, bringing together essays from global experts in the field. This volume provides a comprehensive overview of trans literature, highlighting the core topics, genres, and periods important for scholarship now and in the future.
Covering the main approaches and key literary genres of the area, this volume includes:
• Examination of the core topics guiding contemporary trans literary theory and criticism, including the Anthropocene, archival speculation, activism, BDSM, Black studies, critical plant studies, culture, diaspora, disability, ethnocentrism, home, inclusion, monstrosity, nondualist philosophies, nonlinearity, paradox, pedagogy, performativity, poetics, religion, suspense, temporality, visibility, and water.
• Exploration of diverse literary genres, forms, and periods through a trans lens, such as archival fiction, artificial intelligence narratives, autobiography, climate fiction, comics, creative writing, diaspora fiction, drama, fan fiction, gothic fiction, historical fiction, manga, medieval literature, minor literature, modernist literature, mystery and detective fiction, nature writing, poetry, postcolonial literature, radical literature, realist fiction, Renaissance literature, Romantic literature, science fiction, travel writing, utopian literature, Victorian literature, and young adult literature.
This comprehensive volume will be of great interest to scholars and students of literature, gender studies, trans studies, literary theory, and literary criticism.",Gender; Gay & Lesbian Literature; Interdisciplinary Literary Studies; Literature & Gender Studies; Literary/Critical Theory ,,,,https://www.routledge.com/The-Routledge-Handbook-of-Trans-Literature/Vakoch-Sharp/p/book/9781032431550,ISBN: 9781032431550,Routledge,"Vakoch, D. A., & Sharp, S. (Eds.). (2024). The Routledge handbook of trans literature. Routledge.",Image;StillImage,image/jpeg,eng,,
coll090,singer.jpg,,,Culturally responsive assessment of suicidal thoughts and behaviors in youth of color,Jonathan B. Singer,,2023,Article,"The significance of youth suicide as a public health concern is underscored by the fact that it is the second-leading cause of death for youth globally. While suicide rates for White groups have declined, there has been a precipitous rise in suicide deaths and suicide-related phenomena in Black youth; rates remain high among Native American/Indigenous youth. Despite these alarming trends, there are very few culturally tailored suicide risk assessment measures or procedures for youth from communities of color. This article attempts to address this gap in the literature by examining the cultural relevancy of currently widely used suicide risk assessment instruments, research on suicide risk factors, and approaches to risk assessment for youth from communities of color. It also notes that researchers and clinicians should consider other, nontraditional but important factors in suicide risk assessment, including stigma, acculturation, and racial socialization, as well as environmental factors like health care infrastructure and exposure to racism and community violence. The article concludes with recommendations for factors that should be considered in suicide risk assessment for youth from communities of color. (PsycInfo Database Record (c) 2023 APA, all rights reserved)
",Risk assessment; Human beings; Suicidal Ideation; Cultural competence; Suicide ,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_miscellaneous_2786517048&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1037/amp0001140,American Psychological Association,"Molock, S. D., Boyd, R. C., Alvarez, K., Cha, C., Denton, E., Glenn, C. R., Katz, C. C., Mueller, A. S., Meca, A., Meza, J. I., Miranda, R., Ortin-Peralta, A., Polanco-Roman, L., Singer, J. B., Zullo, L., & Miller, A. B. (2023). Culturally responsive assessment of suicidal thoughts and behaviors in youth of color. American Psychologist, 78(7), 842–855. https://doi.org/10.1037/amp0001140
",Image;StillImage,image/jpeg,eng,,
coll091,,,,Nefarious and Disconcerting Motivations for Choosing a Correctional Officer Position: A Deviant Case Analysis,Damon M. Petrich,,2023-07-23,Article,"Most research finds that individuals are drawn to the correctional officer occupation for the pay and benefits or because it provides a new and exciting opportunity. However, these are not the only interests for choosing a correctional officer position. The current study draws on a sample of pre-service correctional officers surveyed prior to beginning their jobs (N = 673). In the spirit of the deviant case method, we focus on a subset of our sample who provided problematic motivations for becoming officers (n = 38). Using a thematic analytic approach, we identified five broad themes within this nefariously/disconcertingly motivated sample: use of force, punitive focus, power and control, cavalier ulterior motives, and problematic social boundaries. We theorize, based on prior research, that these individuals could constitute a meaningful minority that may contribute to the detriment of both their organizations and those they are overseeing. Future research should explore this possibility.
",Correctional personnel,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_journals_2860069687&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1177/00938548231187415,SAGE Publications,"Burton, A. L., Jonson, C. L., M. Petrich, D., & Miller, W. T. (2023). Nefarious and Disconcerting Motivations for Choosing a Correctional Officer Position: A Deviant Case Analysis. Criminal Justice and Behavior, 50(10), 1506–1525. https://doi.org/10.1177/00938548231187415",,record,eng,,
coll092,mousavian.jpg,,,AVICENNA ON THE IMPOSSIBILIA THE LETTER ON THE SOUL REVISITED,Seyed N. Mousavian,,2023-08-09,Article,"The Letter on the Soul is interesting and significant; it attempts to tackle fundamental problems that fall on the borderlines of psychology, epistemology, metaphysics, philosophy of mind, and logic. The consensus among Avicenna scholars is that The Letter is Avicenna’s. In this paper, I will argue against this consensus. I will examine the philosophical and logical content of The Letter, as well as Avicenna’s view on the impossible forms in his authentic works, and construct a content-based argument against the authenticity of The Letter. This study, I hope, sheds some light on Avicenna’s view on the impossibilia, what they are, and how they can be apprehended.","Rites and ceremonies;Legends;Knowledge, Theory of;Psychology;Philosophy",,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_journals_2847655869&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1017/S0957423923000024,Cambridge University Press,"Mousavian, S. N. (2023). AVICENNA ON THE IMPOSSIBILIA THE LETTER ON THE SOUL REVISITED. Arabic Sciences and Philosophy, 33(2), 163–213. https://doi.org/10.1017/S0957423923000024",Image;StillImage,image/jpeg,eng,,
